subjID,is_control,eval_index,eval_n_start_ts,rule_text,is_target_rule,input_rule_rating,eval_n_end_ts
user_1579215578091,False,3,1579216129893,"If a lure combination has a pointy shape on the bottom, it will catch fish.",True,6,1579216134198
user_1579215578091,False,4,1579216134198,"There is no pattern to which lure combinations catch fish: the results are random, but there are approximately equal numbers that catch fish and don’t.",False,3,1579216159253
user_1579215578091,False,5,1579216159253,"If a lure combination has a yellow shape or a diamond on the bottom, it will catch fish.",False,5,1579216170349
user_1579215578091,False,6,1579216170349,"If a lure combination has a purple dot on at least one of the lures, it will catch fish.",False,2,1579216184701
user_1579208189179,True,1,1579209302154,"If a lure combination has a red shape or a blue shape, it will catch fish.",False,1,1579209320886
user_1579208189179,True,2,1579209320886,"If a lure combination has a diamond, it will catch fish.",False,5,1579209341389
user_1579208189179,True,3,1579209341389,"If a lure combination has a pointy shape on the bottom, it will catch fish.",True,7,1579209349220
user_1579208189179,True,4,1579209349220,"There is no pattern to which lure combinations catch fish: the results are random, but there are approximately equal numbers that catch fish and don’t.",False,4,1579209358597
user_1579208189179,True,5,1579209358597,"If a lure combination has a yellow shape or a diamond on the bottom, it will catch fish.",False,5,1579209374412
user_1579208189179,True,6,1579209374413,"If a lure combination has a purple dot on at least one of the lures, it will catch fish.",False,6,1579209383516
user_1579284327417,True,1,1579284661560,"If a lure combination has a red shape or a blue shape, it will catch fish.",False,2,1579284686046
user_1579284327417,True,2,1579284686047,"If a lure combination has a diamond, it will catch fish.",False,7,1579284695999
user_1579284327417,True,3,1579284695999,"If a lure combination has a pointy shape on the bottom, it will catch fish.",True,7,1579284702334
user_1579284327417,True,4,1579284702335,"There is no pattern to which lure combinations catch fish: the results are random, but there are approximately equal numbers that catch fish and don’t.",False,2,1579284707447
user_1579284327417,True,5,1579284707447,"If a lure combination has a yellow shape or a diamond on the bottom, it will catch fish.",False,6,1579284719415
user_1579284327417,True,6,1579284719415,"If a lure combination has a purple dot on at least one of the lures, it will catch fish.",False,2,1579284729991
user_1579197924760,False,1,1579198766369,"If a lure combination has a red shape or a blue shape, it will catch fish.",False,4,1579198783232
user_1579197924760,False,2,1579198783232,"If a lure combination has a diamond, it will catch fish.",False,4,1579198798999
user_1579197924760,False,3,1579198798999,"If a lure combination has a pointy shape on the bottom, it will catch fish.",True,5,1579198810775
user_1579197924760,False,4,1579198810775,"There is no pattern to which lure combinations catch fish: the results are random, but there are approximately equal numbers that catch fish and don’t.",False,4,1579198818639
user_1579197924760,False,5,1579198818639,"If a lure combination has a yellow shape or a diamond on the bottom, it will catch fish.",False,5,1579198831967
user_1579197924760,False,6,1579198831967,"If a lure combination has a purple dot on at least one of the lures, it will catch fish.",False,3,1579198848095
user_1579215634553,True,1,1579216537162,"If a lure combination has a red shape or a blue shape, it will catch fish.",False,1,1579216562392
user_1579215634553,True,2,1579216562392,"If a lure combination has a diamond, it will catch fish.",False,2,1579216580015
user_1579215634553,True,3,1579216580015,"If a lure combination has a pointy shape on the bottom, it will catch fish.",True,7,1579216585519
user_1579215634553,True,4,1579216585519,"There is no pattern to which lure combinations catch fish: the results are random, but there are approximately equal numbers that catch fish and don’t.",False,1,1579216590703
user_1579215634553,True,5,1579216590703,"If a lure combination has a yellow shape or a diamond on the bottom, it will catch fish.",False,4,1579216610303
user_1579215634553,True,6,1579216610303,"If a lure combination has a purple dot on at least one of the lures, it will catch fish.",False,1,1579216616511
user_1579215695067,True,1,1579216179007,"If a lure combination has a red shape or a blue shape, it will catch fish.",False,2,1579216210237
user_1579215695067,True,2,1579216210237,"If a lure combination has a diamond, it will catch fish.",False,1,1579216224236
user_1579215695067,True,3,1579216224236,"If a lure combination has a pointy shape on the bottom, it will catch fish.",True,6,1579216233908
user_1579215695067,True,4,1579216233908,"There is no pattern to which lure combinations catch fish: the results are random, but there are approximately equal numbers that catch fish and don’t.",False,3,1579216250028
user_1579215695067,True,5,1579216250028,"If a lure combination has a yellow shape or a diamond on the bottom, it will catch fish.",False,2,1579216270644
user_1579215695067,True,6,1579216270644,"If a lure combination has a purple dot on at least one of the lures, it will catch fish.",False,2,1579216285244
user_1579219138051,False,1,1579219680614,"If a lure combination has a red shape or a blue shape, it will catch fish.",False,2,1579219698988
user_1579219138051,False,2,1579219698988,"If a lure combination has a diamond, it will catch fish.",False,2,1579219708948
user_1579219138051,False,3,1579219708948,"If a lure combination has a pointy shape on the bottom, it will catch fish.",True,6,1579219718932
user_1579219138051,False,4,1579219718932,"There is no pattern to which lure combinations catch fish: the results are random, but there are approximately equal numbers that catch fish and don’t.",False,3,1579219727851
user_1579219138051,False,5,1579219727852,"If a lure combination has a yellow shape or a diamond on the bottom, it will catch fish.",False,7,1579219744763
user_1579219138051,False,6,1579219744764,"If a lure combination has a purple dot on at least one of the lures, it will catch fish.",False,2,1579219756131
user_1579212222581,False,1,1579212798653,"If a lure combination has a red shape or a blue shape, it will catch fish.",False,1,1579212817140
user_1579212222581,False,2,1579212817140,"If a lure combination has a diamond, it will catch fish.",False,1,1579212826892
user_1579212222581,False,3,1579212826892,"If a lure combination has a pointy shape on the bottom, it will catch fish.",True,7,1579212835260
user_1579212222581,False,4,1579212835260,"There is no pattern to which lure combinations catch fish: the results are random, but there are approximately equal numbers that catch fish and don’t.",False,4,1579212844340
user_1579212222581,False,5,1579212844340,"If a lure combination has a yellow shape or a diamond on the bottom, it will catch fish.",False,3,1579212862620
user_1579212222581,False,6,1579212862620,"If a lure combination has a purple dot on at least one of the lures, it will catch fish.",False,1,1579212877164
user_1579305885489,True,1,1579306351085,"If a lure combination has a red shape or a blue shape, it will catch fish.",False,2,1579306366091
user_1579305885489,True,2,1579306366092,"If a lure combination has a diamond, it will catch fish.",False,2,1579306373083
user_1579305885489,True,3,1579306373083,"If a lure combination has a pointy shape on the bottom, it will catch fish.",True,7,1579306378451
user_1579305885489,True,4,1579306378451,"There is no pattern to which lure combinations catch fish: the results are random, but there are approximately equal numbers that catch fish and don’t.",False,5,1579306390635
user_1579305885489,True,5,1579306390635,"If a lure combination has a yellow shape or a diamond on the bottom, it will catch fish.",False,5,1579306397355
user_1579305885489,True,6,1579306397355,"If a lure combination has a purple dot on at least one of the lures, it will catch fish.",False,1,1579306402602
user_1579284396381,False,1,1579284812892,"If a lure combination has a red shape or a blue shape, it will catch fish.",False,2,1579284835691
user_1579284396381,False,2,1579284835691,"If a lure combination has a diamond, it will catch fish.",False,7,1579284839666
user_1579284396381,False,3,1579284839666,"If a lure combination has a pointy shape on the bottom, it will catch fish.",True,2,1579284848898
user_1579284396381,False,4,1579284848898,"There is no pattern to which lure combinations catch fish: the results are random, but there are approximately equal numbers that catch fish and don’t.",False,2,1579284855074
user_1579284396381,False,5,1579284855074,"If a lure combination has a yellow shape or a diamond on the bottom, it will catch fish.",False,6,1579284861835
user_1579284396381,False,6,1579284861835,"If a lure combination has a purple dot on at least one of the lures, it will catch fish.",False,2,1579284871858
user_1579212329168,True,1,1579212755046,"If a lure combination has a red shape or a blue shape, it will catch fish.",False,4,1579212762757
user_1579212329168,True,2,1579212762757,"If a lure combination has a diamond, it will catch fish.",False,5,1579212766925
user_1579212329168,True,3,1579212766925,"If a lure combination has a pointy shape on the bottom, it will catch fish.",True,6,1579212770725
user_1579212329168,True,4,1579212770725,"There is no pattern to which lure combinations catch fish: the results are random, but there are approximately equal numbers that catch fish and don’t.",False,3,1579212776749
user_1579212329168,True,5,1579212776749,"If a lure combination has a yellow shape or a diamond on the bottom, it will catch fish.",False,5,1579212781949
user_1579212329168,True,6,1579212781949,"If a lure combination has a purple dot on at least one of the lures, it will catch fish.",False,3,1579212789117
user_1579287804113,True,1,1579288506036,"If a lure combination has a red shape or a blue shape, it will catch fish.",False,6,1579288548210
user_1579287804113,True,2,1579288548211,"If a lure combination has a diamond, it will catch fish.",False,2,1579288562434
user_1579287804113,True,3,1579288562434,"If a lure combination has a pointy shape on the bottom, it will catch fish.",True,6,1579288574177
user_1579287804113,True,4,1579288574178,"There is no pattern to which lure combinations catch fish: the results are random, but there are approximately equal numbers that catch fish and don’t.",False,7,1579288585649
user_1579287804113,True,5,1579288585650,"If a lure combination has a yellow shape or a diamond on the bottom, it will catch fish.",False,6,1579288611809
user_1579287804113,True,6,1579288611809,"If a lure combination has a purple dot on at least one of the lures, it will catch fish.",False,4,1579288623089
user_1579305912827,True,1,1579306953777,"If a lure combination has a red shape or a blue shape, it will catch fish.",False,2,1579306979528
user_1579305912827,True,2,1579306979529,"If a lure combination has a diamond, it will catch fish.",False,3,1579306992464
user_1579305912827,True,3,1579306992464,"If a lure combination has a pointy shape on the bottom, it will catch fish.",True,5,1579307004249
user_1579305912827,True,4,1579307004249,"There is no pattern to which lure combinations catch fish: the results are random, but there are approximately equal numbers that catch fish and don’t.",False,3,1579307021905
user_1579305912827,True,5,1579307021905,"If a lure combination has a yellow shape or a diamond on the bottom, it will catch fish.",False,5,1579307046953
user_1579305912827,True,6,1579307046953,"If a lure combination has a purple dot on at least one of the lures, it will catch fish.",False,2,1579307076978
user_1579219186091,True,1,1579219573784,"If a lure combination has a red shape or a blue shape, it will catch fish.",False,2,1579219585142
user_1579219186091,True,2,1579219585142,"If a lure combination has a diamond, it will catch fish.",False,3,1579219590430
user_1579219186091,True,3,1579219590430,"If a lure combination has a pointy shape on the bottom, it will catch fish.",True,6,1579219597710
user_1579219186091,True,4,1579219597710,"There is no pattern to which lure combinations catch fish: the results are random, but there are approximately equal numbers that catch fish and don’t.",False,4,1579219603590
user_1579219186091,True,5,1579219603590,"If a lure combination has a yellow shape or a diamond on the bottom, it will catch fish.",False,3,1579219608430
user_1579219186091,True,6,1579219608430,"If a lure combination has a purple dot on at least one of the lures, it will catch fish.",False,5,1579219616031
user_1579197986612,False,1,1579198795995,"If a lure combination has a red shape or a blue shape, it will catch fish.",False,2,1579198826274
user_1579197986612,False,2,1579198826274,"If a lure combination has a diamond, it will catch fish.",False,2,1579198836682
user_1579197986612,False,3,1579198836682,"If a lure combination has a pointy shape on the bottom, it will catch fish.",True,6,1579198847306
user_1579197986612,False,4,1579198847306,"There is no pattern to which lure combinations catch fish: the results are random, but there are approximately equal numbers that catch fish and don’t.",False,2,1579198860090
user_1579197986612,False,5,1579198860091,"If a lure combination has a yellow shape or a diamond on the bottom, it will catch fish.",False,2,1579198868603
user_1579197986612,False,6,1579198868603,"If a lure combination has a purple dot on at least one of the lures, it will catch fish.",False,2,1579198876739
user_1579305561565,True,1,1579306455429,"If a lure combination has a red shape or a blue shape, it will catch fish.",False,1,1579306477916
user_1579305561565,True,2,1579306477916,"If a lure combination has a diamond, it will catch fish.",False,5,1579306491043
user_1579305561565,True,3,1579306491043,"If a lure combination has a pointy shape on the bottom, it will catch fish.",True,7,1579306497147
user_1579305561565,True,4,1579306497147,"There is no pattern to which lure combinations catch fish: the results are random, but there are approximately equal numbers that catch fish and don’t.",False,1,1579306506011
user_1579305561565,True,5,1579306506011,"If a lure combination has a yellow shape or a diamond on the bottom, it will catch fish.",False,5,1579306540411
user_1579305561565,True,6,1579306540411,"If a lure combination has a purple dot on at least one of the lures, it will catch fish.",False,2,1579306549602
user_1579287849867,True,1,1579288721475,"If a lure combination has a red shape or a blue shape, it will catch fish.",False,1,1579288735322
user_1579287849867,True,2,1579288735322,"If a lure combination has a diamond, it will catch fish.",False,3,1579288760824
user_1579287849867,True,3,1579288760824,"If a lure combination has a pointy shape on the bottom, it will catch fish.",True,7,1579288767880
user_1579287849867,True,4,1579288767880,"There is no pattern to which lure combinations catch fish: the results are random, but there are approximately equal numbers that catch fish and don’t.",False,1,1579288779080
user_1579287849867,True,5,1579288779080,"If a lure combination has a yellow shape or a diamond on the bottom, it will catch fish.",False,4,1579288787456
user_1579287849867,True,6,1579288787456,"If a lure combination has a purple dot on at least one of the lures, it will catch fish.",False,1,1579288812545
user_1579287866563,True,1,1579289015132,"If a lure combination has a red shape or a blue shape, it will catch fish.",False,2,1579289032155
user_1579287866563,True,2,1579289032155,"If a lure combination has a diamond, it will catch fish.",False,3,1579289041162
user_1579287866563,True,3,1579289041162,"If a lure combination has a pointy shape on the bottom, it will catch fish.",True,6,1579289048947
user_1579287866563,True,4,1579289048947,"There is no pattern to which lure combinations catch fish: the results are random, but there are approximately equal numbers that catch fish and don’t.",False,2,1579289057794
user_1579287866563,True,5,1579289057795,"If a lure combination has a yellow shape or a diamond on the bottom, it will catch fish.",False,6,1579289065354
user_1579287866563,True,6,1579289065355,"If a lure combination has a purple dot on at least one of the lures, it will catch fish.",False,5,1579289069946
user_1579284401246,False,1,1579284882934,"If a lure combination has a red shape or a blue shape, it will catch fish.",False,2,1579284899741
user_1579284401246,False,2,1579284899741,"If a lure combination has a diamond, it will catch fish.",False,2,1579284905613
user_1579284401246,False,3,1579284905613,"If a lure combination has a pointy shape on the bottom, it will catch fish.",True,7,1579284910668
user_1579284401246,False,4,1579284910669,"There is no pattern to which lure combinations catch fish: the results are random, but there are approximately equal numbers that catch fish and don’t.",False,6,1579284921221
user_1579284401246,False,5,1579284921221,"If a lure combination has a yellow shape or a diamond on the bottom, it will catch fish.",False,4,1579284950157
user_1579284401246,False,6,1579284950157,"If a lure combination has a purple dot on at least one of the lures, it will catch fish.",False,5,1579284957829
user_1579215646109,True,1,1579216869673,"If a lure combination has a red shape or a blue shape, it will catch fish.",False,1,1579216895960
user_1579215646109,True,2,1579216895961,"If a lure combination has a diamond, it will catch fish.",False,4,1579216906856
user_1579215646109,True,3,1579216906856,"If a lure combination has a pointy shape on the bottom, it will catch fish.",True,7,1579216914337
user_1579215646109,True,4,1579216914337,"There is no pattern to which lure combinations catch fish: the results are random, but there are approximately equal numbers that catch fish and don’t.",False,7,1579216923825
user_1579215646109,True,5,1579216923825,"If a lure combination has a yellow shape or a diamond on the bottom, it will catch fish.",False,7,1579216935953
user_1579215646109,True,6,1579216935953,"If a lure combination has a purple dot on at least one of the lures, it will catch fish.",False,1,1579216944761
user_1579219134310,False,1,1579219597796,"If a lure combination has a red shape or a blue shape, it will catch fish.",False,1,1579219613794
user_1579219134310,False,2,1579219613795,"If a lure combination has a diamond, it will catch fish.",False,5,1579219641803
user_1579219134310,False,3,1579219641803,"If a lure combination has a pointy shape on the bottom, it will catch fish.",True,7,1579219651163
user_1579219134310,False,4,1579219651163,"There is no pattern to which lure combinations catch fish: the results are random, but there are approximately equal numbers that catch fish and don’t.",False,2,1579219657531
user_1579219134310,False,5,1579219657531,"If a lure combination has a yellow shape or a diamond on the bottom, it will catch fish.",False,6,1579219670547
user_1579219134310,False,6,1579219670547,"If a lure combination has a purple dot on at least one of the lures, it will catch fish.",False,3,1579219683379
user_1579208211705,False,1,1579208983404,"If a lure combination has a red shape or a blue shape, it will catch fish.",False,6,1579209024423
user_1579208211705,False,2,1579209024423,"If a lure combination has a diamond, it will catch fish.",False,7,1579209031366
user_1579208211705,False,3,1579209031366,"If a lure combination has a pointy shape on the bottom, it will catch fish.",True,6,1579209037902
user_1579208211705,False,4,1579209037903,"There is no pattern to which lure combinations catch fish: the results are random, but there are approximately equal numbers that catch fish and don’t.",False,4,1579209048006
user_1579208211705,False,5,1579209048006,"If a lure combination has a yellow shape or a diamond on the bottom, it will catch fish.",False,6,1579209060382
user_1579208211705,False,6,1579209060382,"If a lure combination has a purple dot on at least one of the lures, it will catch fish.",False,5,1579209067134
user_1579219155320,True,1,1579219487887,"If a lure combination has a red shape or a blue shape, it will catch fish.",False,1,1579219502654
user_1579219155320,True,2,1579219502654,"If a lure combination has a diamond, it will catch fish.",False,1,1579219511254
user_1579219155320,True,3,1579219511254,"If a lure combination has a pointy shape on the bottom, it will catch fish.",True,7,1579219516934
user_1579219155320,True,4,1579219516934,"There is no pattern to which lure combinations catch fish: the results are random, but there are approximately equal numbers that catch fish and don’t.",False,3,1579219529598
user_1579219155320,True,5,1579219529598,"If a lure combination has a yellow shape or a diamond on the bottom, it will catch fish.",False,6,1579219537350
user_1579219155320,True,6,1579219537350,"If a lure combination has a purple dot on at least one of the lures, it will catch fish.",False,2,1579219541742
user_1579212320210,False,1,1579212873965,"If a lure combination has a red shape or a blue shape, it will catch fish.",False,1,1579212906779
user_1579212320210,False,2,1579212906779,"If a lure combination has a diamond, it will catch fish.",False,1,1579212917274
user_1579212320210,False,3,1579212917275,"If a lure combination has a pointy shape on the bottom, it will catch fish.",True,7,1579212927522
user_1579212320210,False,4,1579212927522,"There is no pattern to which lure combinations catch fish: the results are random, but there are approximately equal numbers that catch fish and don’t.",False,1,1579212940218
user_1579212320210,False,5,1579212940219,"If a lure combination has a yellow shape or a diamond on the bottom, it will catch fish.",False,1,1579212957234
user_1579212320210,False,6,1579212957234,"If a lure combination has a purple dot on at least one of the lures, it will catch fish.",False,1,1579212963218
user_1579208201031,True,1,1579208664227,"If a lure combination has a red shape or a blue shape, it will catch fish.",False,1,1579208676610
user_1579208201031,True,2,1579208676610,"If a lure combination has a diamond, it will catch fish.",False,2,1579208686577
user_1579208201031,True,3,1579208686577,"If a lure combination has a pointy shape on the bottom, it will catch fish.",True,5,1579208712281
user_1579208201031,True,4,1579208712281,"There is no pattern to which lure combinations catch fish: the results are random, but there are approximately equal numbers that catch fish and don’t.",False,3,1579208723681
user_1579208201031,True,5,1579208723681,"If a lure combination has a yellow shape or a diamond on the bottom, it will catch fish.",False,5,1579208737921
user_1579208201031,True,6,1579208737921,"If a lure combination has a purple dot on at least one of the lures, it will catch fish.",False,1,1579208743777
user_1579208242783,False,1,1579208963183,"If a lure combination has a red shape or a blue shape, it will catch fish.",False,1,1579208997246
user_1579208242783,False,2,1579208997246,"If a lure combination has a diamond, it will catch fish.",False,5,1579209020414
user_1579208242783,False,3,1579209020414,"If a lure combination has a pointy shape on the bottom, it will catch fish.",True,6,1579209033382
user_1579208242783,False,4,1579209033382,"There is no pattern to which lure combinations catch fish: the results are random, but there are approximately equal numbers that catch fish and don’t.",False,3,1579209061414
user_1579208242783,False,5,1579209061414,"If a lure combination has a yellow shape or a diamond on the bottom, it will catch fish.",False,6,1579209083262
user_1579208242783,False,6,1579209083262,"If a lure combination has a purple dot on at least one of the lures, it will catch fish.",False,5,1579209098702
user_1579219127588,False,1,1579219862086,"If a lure combination has a red shape or a blue shape, it will catch fish.",False,1,1579219889852
user_1579219127588,False,2,1579219889852,"If a lure combination has a diamond, it will catch fish.",False,1,1579219902524
user_1579219127588,False,3,1579219902524,"If a lure combination has a pointy shape on the bottom, it will catch fish.",True,7,1579219915844
user_1579219127588,False,4,1579219915844,"There is no pattern to which lure combinations catch fish: the results are random, but there are approximately equal numbers that catch fish and don’t.",False,1,1579219930820
user_1579219127588,False,5,1579219930820,"If a lure combination has a yellow shape or a diamond on the bottom, it will catch fish.",False,4,1579219947468
user_1579219127588,False,6,1579219947468,"If a lure combination has a purple dot on at least one of the lures, it will catch fish.",False,1,1579219957563
user_1579284368207,True,1,1579284730244,"If a lure combination has a red shape or a blue shape, it will catch fish.",False,2,1579284746275
user_1579284368207,True,2,1579284746275,"If a lure combination has a diamond, it will catch fish.",False,2,1579284754467
user_1579284368207,True,3,1579284754467,"If a lure combination has a pointy shape on the bottom, it will catch fish.",True,6,1579284769027
user_1579284368207,True,4,1579284769027,"There is no pattern to which lure combinations catch fish: the results are random, but there are approximately equal numbers that catch fish and don’t.",False,5,1579284778307
user_1579284368207,True,5,1579284778307,"If a lure combination has a yellow shape or a diamond on the bottom, it will catch fish.",False,4,1579284781019
user_1579284368207,True,6,1579284781020,"If a lure combination has a purple dot on at least one of the lures, it will catch fish.",False,2,1579284790515
user_1579212345756,False,1,1579212694642,"If a lure combination has a red shape or a blue shape, it will catch fish.",False,5,1579212710040
user_1579212345756,False,2,1579212710040,"If a lure combination has a diamond, it will catch fish.",False,4,1579212710304
user_1579212345756,False,3,1579212710304,"If a lure combination has a pointy shape on the bottom, it will catch fish.",True,6,1579212721088
user_1579212345756,False,4,1579212721088,"There is no pattern to which lure combinations catch fish: the results are random, but there are approximately equal numbers that catch fish and don’t.",False,6,1579212726288
user_1579212345756,False,5,1579212726288,"If a lure combination has a yellow shape or a diamond on the bottom, it will catch fish.",False,2,1579212737424
user_1579212345756,False,6,1579212737424,"If a lure combination has a purple dot on at least one of the lures, it will catch fish.",False,4,1579212749576
user_1579287784902,True,1,1579288376737,"If a lure combination has a red shape or a blue shape, it will catch fish.",False,5,1579288415072
user_1579287784902,True,2,1579288415072,"If a lure combination has a diamond, it will catch fish.",False,5,1579288428056
user_1579287784902,True,3,1579288428056,"If a lure combination has a pointy shape on the bottom, it will catch fish.",True,7,1579288435368
user_1579287784902,True,4,1579288435368,"There is no pattern to which lure combinations catch fish: the results are random, but there are approximately equal numbers that catch fish and don’t.",False,2,1579288451736
user_1579287784902,True,5,1579288451736,"If a lure combination has a yellow shape or a diamond on the bottom, it will catch fish.",False,7,1579288464657
user_1579287784902,True,6,1579288464657,"If a lure combination has a purple dot on at least one of the lures, it will catch fish.",False,2,1579288475713
